0.000000000000000000e+00 1.241247145409491459e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.288276931112550372e+01 1.458458756015971325e+01 0.000000000000000000e+00 1.447310984157960867e+01 1.320097462580361558e+01 1.294116484527796196e+01 1.514084981081529868e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.443224098269490874e+01 0.000000000000000000e+00 1.427019003682347176e+01 1.570534648818683188e+01
1.550311268686580135e+01 0.000000000000000000e+00 1.835260259352444479e+01 1.557257992784469103e+01 1.349726026232512766e+01 1.413664229909280223e+01 1.428548959891235981e+01 1.397632258256744109e+01 1.428482023923078259e+01 1.240063049448587940e+01 1.233930391916022096e+01 1.412389883955373726e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.485441160018739737e+01 0.000000000000000000e+00 1.524271719819182103e+01 1.347488969743296217e+01 0.000000000000000000e+00 1.652696132986270428e+01
1.642273177711001608e+01 1.596224239508966214e+01 1.424391630700369404e+01 1.356724407208832162e+01 0.000000000000000000e+00 1.490368439770244713e+01 1.339170763738293068e+01 1.494221347036760505e+01 1.478547667276528443e+01 1.238811728037369519e+01 1.411102111058490571e+01 1.502271838672476889e+01 1.133581271050269557e+01 1.321432688438905423e+01 1.386394391985851016e+01 0.000000000000000000e+00 1.269151240088984878e+01 1.370108814928738461e+01 1.557846081663216964e+01 1.451119205435148984e+01
0.000000000000000000e+00 1.481022218882349328e+01 1.218525351714164451e+01 1.668194705168238201e+01 1.529034113001169004e+01 1.455976635364243776e+01 1.598833092620302843e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.449972566622424708e+01 0.000000000000000000e+00 1.640515262976296285e+01 1.545596612353693899e+01 1.210220766951786509e+01 1.511285080034843098e+01 0.000000000000000000e+00 1.364979650167529357e+01 1.518977053121327181e+01 1.572859208376466711e+01 1.315503295559058472e+01
0.000000000000000000e+00 1.230868461516912227e+01 0.000000000000000000e+00 1.454016795016313957e+01 1.607165707906540675e+01 1.599048411254949187e+01 0.000000000000000000e+00 1.443519436226713104e+01 1.589814523128121948e+01 1.178325024881169547e+01 1.334955281290930706e+01 1.389654326684443042e+01 1.267928035485617855e+01 1.304736931401555822e+01 1.637491824859974443e+01 0.000000000000000000e+00 1.432654826894985156e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.142947718509335608e+01 0.000000000000000000e+00 1.179018121678455344e+01 1.500860395589131357e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.380530261199855246e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.219161503662261303e+01 1.510910570261267694e+01 0.000000000000000000e+00 1.547397877128230803e+01 0.000000000000000000e+00 1.362326237453639166e+01 1.481556947484432740e+01 1.494834750417104274e+01 1.554217727653945502e+01
1.423343026989411086e+01 1.495990200954969040e+01 0.000000000000000000e+00 1.315013192012953880e+01 1.341130856302935648e+01 0.000000000000000000e+00 1.444799490500275851e+01 0.000000000000000000e+00 1.605629462602730229e+01 1.393677983630069583e+01 1.400028659250451213e+01 1.486895401089473090e+01 1.651992607629636822e+01 0.000000000000000000e+00 1.389791359174837027e+01 1.352649493989285645e+01 1.484593369419548736e+01 0.000000000000000000e+00 1.410568931557483907e+01 1.392992735543947092e+01
1.266337018555435812e+01 1.417267060287492519e+01 1.370535473318209796e+01 1.241310623076040720e+01 1.383329129019043435e+01 1.464986250562917114e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.192013556034176602e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.389868379828207878e+01 1.226767691403009053e+01 0.000000000000000000e+00 1.511836485542676911e+01 1.585088970062568592e+01 0.000000000000000000e+00 1.564762656671490859e+01 1.662066309933092967e+01 1.346387396621723198e+01
0.000000000000000000e+00 1.499321649170746262e+01 1.466557540114116698e+01 1.499911284001806600e+01 1.523105045215532449e+01 1.486331744030689883e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.361441512043165503e+01 0.000000000000000000e+00 1.584971635088931841e+01 1.389308243100003715e+01 1.154136607972942485e+01 1.518425691851134651e+01 1.133728910703282011e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.423904574328516937e+01 1.529862368546509188e+01
1.497910209637466394e+01 1.368064279310264197e+01 1.340607882209028467e+01 1.004407295364205233e+01 1.395603932165782979e+01 1.226378054555048891e+01 1.366189786939415285e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.149955422421711937e+01 1.508419966375817189e+01 1.348163567611515745e+01 1.401889043556353265e+01 1.469775026585789668e+01 1.296105626130525224e+01 1.423426038074704714e+01 0.000000000000000000e+00 1.380381715614900529e+01 0.000000000000000000e+00 1.310551271064165846e+01
1.399008215377359932e+01 1.410005538601641817e+01 0.000000000000000000e+00 1.387854448574262456e+01 1.428342604086491541e+01 1.537461717348821288e+01 1.121967133162620200e+01 0.000000000000000000e+00 1.305233872979140131e+01 1.468282394410101332e+01 1.627110499972791757e+01 1.532947993804369879e+01 1.490563107302770263e+01 1.649978048158164157e+01 1.335633627960563174e+01 1.651317659967674345e+01 1.235776324129270343e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.421113420496146951e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.503150863744170884e+01 1.450037456106263356e+01 1.410323846772184275e+01 1.402768362909665001e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.295407700925871630e+01 1.519698836832959721e+01 1.317054709572451898e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.108496536230325091e+01 1.348431161936954936e+01
1.479313456415207639e+01 1.447089275148628218e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.357889204989484355e+01 1.496219595007424097e+01 1.543809258599744538e+01 0.000000000000000000e+00 1.627795892244465392e+01 0.000000000000000000e+00 1.346880011439351321e+01 1.274668054167586817e+01 1.672800367833166035e+01 0.000000000000000000e+00 1.229352266799767079e+01 1.628297876073526140e+01 0.000000000000000000e+00 1.537148115445257801e+01 1.290229458312124855e+01 0.000000000000000000e+00
1.523117116712385233e+01 1.358691817141585467e+01 1.245102796423221569e+01 1.289995976094638408e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.328739915905896929e+01 0.000000000000000000e+00 1.328868870232201616e+01 0.000000000000000000e+00 1.400523491235996865e+01 1.333124691642315440e+01 0.000000000000000000e+00 1.392462247169183343e+01 0.000000000000000000e+00 1.396406839037604009e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.403638002375406124e+01 1.674819311031412283e+01
1.589075456266947128e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.208358332073341224e+01 0.000000000000000000e+00 1.423131400084498921e+01 1.558235013466232743e+01 1.504982767144134748e+01 1.314321085813581647e+01 1.400569680620070301e+01 1.466112658117622836e+01 1.484680663435257308e+01 1.339872959001499453e+01 0.000000000000000000e+00 1.235251690123730306e+01 1.452663023133767339e+01 1.326743896307625903e+01 1.330779380926034072e+01 1.554197561559500329e+01 1.624946169160261888e+01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.524541390651702599e+01 1.379843340691920162e+01 0.000000000000000000e+00 1.463763956444379666e+01 1.211384229214931096e+01 1.626041295602668768e+01 1.467238284643975987e+01 1.230050036389894785e+01 1.134464023053980952e+01 1.481284021950331820e+01 1.103582345543705756e+01 0.000000000000000000e+00 1.368791909323829792e+01 1.475408933766956210e+01 1.450550743610730109e+01 1.384005444658453143e+01 1.582733704637825234e+01
0.000000000000000000e+00 1.859576106936729190e+01 1.682527635643784336e+01 1.458750727107488565e+01 1.376134086118439726e+01 1.572474060573480870e+01 1.499064905770467249e+01 0.000000000000000000e+00 1.586782846041554507e+01 0.000000000000000000e+00 1.546694934973848135e+01 0.000000000000000000e+00 1.427914587863796925e+01 1.350359225285860276e+01 1.454214470129751824e+01 0.000000000000000000e+00 1.412704809087587243e+01 0.000000000000000000e+00 1.613076846338296733e+01 1.495586027291661502e+01
0.000000000000000000e+00 1.264863585877390406e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.349342926256618824e+01 1.470265418426841642e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.419078620187600848e+01 1.310854249098853153e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.712227820235432318e+01 1.342225645130302603e+01 0.000000000000000000e+00 1.514791954000984475e+01 1.525364002510150385e+01 1.791959770142772612e+01
1.480228399866265221e+01 1.492046824362776647e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.332840132886685502e+01 0.000000000000000000e+00 1.449562664270747803e+01 1.185144815823322340e+01 1.293728399499702419e+01 1.601983809381435009e+01 1.570740990332912013e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.405712074530253730e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.619482876198805954e+01 1.479736467581632375e+01 1.537491364044974063e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.463734033038929283e+01 1.355243244073025366e+01 1.554172028242834536e+01 0.000000000000000000e+00 1.369738242910515780e+01 1.651336027135119977e+01 1.350034724224961735e+01 0.000000000000000000e+00 1.322494152057731043e+01 1.395443415417310362e+01 1.389911216757618817e+01 1.425393486983710467e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.502811857140000384e+01 1.460492590228649590e+01 1.493406011584497683e+01 0.000000000000000000e+00
