0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 3.826984783095212173e+00 -0.000000000000000000e+00 0.000000000000000000e+00 5.774907265717717841e+00 -0.000000000000000000e+00 7.272854352407881251e+00 1.363064695976491159e+00
-0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 8.983774952756585774e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.826260426100239975e+00
-0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.375052485404611780e-01 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 -2.964827153964175288e+00
0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -2.164591596409326080e+00 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.806191188024383276e+00
-7.510368138383023418e-01 0.000000000000000000e+00 0.000000000000000000e+00 -2.467046284346285923e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -5.281058840377705010e+00 -0.000000000000000000e+00 2.671609049268944824e-01 -0.000000000000000000e+00
0.000000000000000000e+00 -7.677531539973280417e+00 0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -1.126020685596804238e+00
-0.000000000000000000e+00 0.000000000000000000e+00 1.028651836842397138e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -5.297791216368714196e+00 0.000000000000000000e+00 4.536086541679116735e+00 0.000000000000000000e+00 -9.859639927934496839e+00
0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 3.477622917592747775e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-0.000000000000000000e+00 0.000000000000000000e+00 -5.868257167451122136e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00
-0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.714033312675720788e-01 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -2.772588117145745379e+00 0.000000000000000000e+00 0.000000000000000000e+00
