1.261877723852317246e+01 1.241247145409491459e+01 0.000000000000000000e+00 1.295321420828504344e+01 0.000000000000000000e+00 1.288276931112550372e+01 1.458458756015971325e+01 1.594144082912049853e+01 1.447310984157960867e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.514084981081529868e+01 1.554201076816977967e+01 1.756152438360941304e+01 0.000000000000000000e+00 1.377555363531445742e+01 1.443224098269490874e+01 1.460823862646742732e+01 0.000000000000000000e+00 1.570534648818683188e+01
1.550311268686580135e+01 1.243762935862304175e+01 1.835260259352444479e+01 0.000000000000000000e+00 1.349726026232512766e+01 0.000000000000000000e+00 1.428548959891235981e+01 0.000000000000000000e+00 1.428482023923078259e+01 1.240063049448587940e+01 0.000000000000000000e+00 1.412389883955373726e+01 1.294018385466490528e+01 1.253857424734352044e+01 1.485441160018739737e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.347488969743296217e+01 1.581399526697989977e+01 1.652696132986270428e+01
1.642273177711001608e+01 0.000000000000000000e+00 1.424391630700369404e+01 1.356724407208832162e+01 1.157570982336429388e+01 1.490368439770244713e+01 1.339170763738293068e+01 1.494221347036760505e+01 0.000000000000000000e+00 1.238811728037369519e+01 0.000000000000000000e+00 1.502271838672476889e+01 1.133581271050269557e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.269151240088984878e+01 0.000000000000000000e+00 1.557846081663216964e+01 1.451119205435148984e+01
0.000000000000000000e+00 1.481022218882349328e+01 1.218525351714164451e+01 1.668194705168238201e+01 0.000000000000000000e+00 1.455976635364243776e+01 1.598833092620302843e+01 1.599978966699846339e+01 1.454128517451551517e+01 0.000000000000000000e+00 1.550724306129348129e+01 0.000000000000000000e+00 1.545596612353693899e+01 1.210220766951786509e+01 1.511285080034843098e+01 1.277164255954858163e+01 1.364979650167529357e+01 1.518977053121327181e+01 1.572859208376466711e+01 0.000000000000000000e+00
1.200219730863764234e+01 1.230868461516912227e+01 0.000000000000000000e+00 1.454016795016313957e+01 1.607165707906540675e+01 1.599048411254949187e+01 1.455268481578908357e+01 1.443519436226713104e+01 1.589814523128121948e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.389654326684443042e+01 1.267928035485617855e+01 1.304736931401555822e+01 1.637491824859974443e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.404105361745078895e+01 1.408482574961555756e+01 0.000000000000000000e+00
1.167877621310919878e+01 1.142947718509335608e+01 1.428639384402308821e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.518995623609958656e+01 0.000000000000000000e+00 1.380530261199855246e+01 1.526098823075628808e+01 1.313818035545947360e+01 1.219161503662261303e+01 1.510910570261267694e+01 1.387580181413246905e+01 1.547397877128230803e+01 0.000000000000000000e+00 1.362326237453639166e+01 1.481556947484432740e+01 1.494834750417104274e+01 1.554217727653945502e+01
1.423343026989411086e+01 0.000000000000000000e+00 1.647720341309772607e+01 1.315013192012953880e+01 1.341130856302935648e+01 1.493452901556436174e+01 1.444799490500275851e+01 1.318628669858595970e+01 1.605629462602730229e+01 1.393677983630069583e+01 1.400028659250451213e+01 1.486895401089473090e+01 1.651992607629636822e+01 1.414390022735850039e+01 0.000000000000000000e+00 1.352649493989285645e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.392992735543947092e+01
0.000000000000000000e+00 1.417267060287492519e+01 1.370535473318209796e+01 1.241310623076040720e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.504212352732783131e+01 1.192013556034176602e+01 0.000000000000000000e+00 1.256192991042460427e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.468551694935213092e+01 0.000000000000000000e+00 1.585088970062568592e+01 1.354496956797161111e+01 1.564762656671490859e+01 0.000000000000000000e+00 1.346387396621723198e+01
1.385689011787485825e+01 1.499321649170746262e+01 1.466557540114116698e+01 1.499911284001806600e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.452416097612578127e+01 1.526505921974209912e+01 1.403054186663683822e+01 1.361441512043165503e+01 1.709312566904378272e+01 1.584971635088931841e+01 1.389308243100003715e+01 1.154136607972942485e+01 1.518425691851134651e+01 1.133728910703282011e+01 1.466512089809457819e+01 1.500765845475013194e+01 1.423904574328516937e+01 1.529862368546509188e+01
1.497910209637466394e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.004407295364205233e+01 0.000000000000000000e+00 1.226378054555048891e+01 1.366189786939415285e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.508419966375817189e+01 1.348163567611515745e+01 1.401889043556353265e+01 1.469775026585789668e+01 1.296105626130525224e+01 1.423426038074704714e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.393175009385766927e+01 0.000000000000000000e+00
